"","NR_074540","NR_114874","NR_075032","NR_043401","NR_044887","NR_074979","NR_102804","NR_029249","NR_040805","NR_074556","NR_074599","NR_074637","NR_074676","NR_074700","NR_025567","NR_036777","NR_041836","NR_042444","NR_043001","NR_044048","NR_044828","NR_074413","NR_074490","NR_074511","NR_074536","NR_075063","NR_102778","NR_113586","NR_113591","NR_113606","NR_114390","NR_115526","NR_117149","NR_118997","NR_025904","NR_026078","NR_027593","NR_028816","NR_036840","NR_037122","NR_040916","NR_041978","NR_042221","NR_043291"
"NR_074599",0.236007746683119,0.25846389810499,0.24715007098919,0.247909654778058,0.280455494410216,0.212151488597027,0.155158922796173,0.254420418894735,0.220332754996246,0.239611600930385,0,0.254592732543149,0.173972207248449,0.299101914474042,0.271827516779479,0.25267705032699,0.253998833890103,0.335991541662412,0.267146528083538,0.270981228437859,0.225915079544426,0.298063829345116,0.289003118804539,0.247978632179967,0.269322392248009,0.260345022023649,0.249095598735673,0.226267434495813,0.20598239030441,0.174924142975431,0.102312947467954,0.237379295769947,0.539599441144586,0.244210625268087,0.26951494456144,0.0664533343187993,0.248417827395739,0.232217361999586,0.139851823235984,0.25298790469219,0.357911333311283,0.168371548345152,0.154714392707793,0.262119849486585
"NR_074637",0.0935631003083683,0.131340419152765,0.118615602749646,0.107461924154433,0.263426803529831,0.227194028341636,0.277619213285978,0.201947077998702,0.221594055482814,0.26978979095824,0.254592732543149,0,0.276747323884053,0.310157834791299,0.223288766066623,0.224872576311996,0.139708990206322,0.339691830582443,0.113824814597425,0.230396470060722,0.0932532516959271,0.299677041678537,0.262261657624276,0.195583424280889,0.237501446371056,0.273878200447995,0.117720003569421,0.226791112709665,0.236996035649138,0.288946890303272,0.245573013875731,0.0948424027003673,0.538072275455234,0.118030181874218,0.158105947930939,0.284180061735025,0.240836609169621,0.147388076647746,0.282702418149941,0.11787716593196,0.326147111403699,0.287072200422233,0.276396940152727,0.118830578473961
"NR_074676",0.271045022138836,0.288865931234969,0.272511822944404,0.291287454869709,0.266454411301783,0.241802412260806,0.197751271030337,0.259806017204978,0.235857826749814,0.251681983060117,0.173972207248449,0.276747323884053,0,0.316519828671168,0.292215099718843,0.263124770016816,0.267360593647384,0.342424350191477,0.283630834768474,0.273537248247274,0.269889994569714,0.308299674569984,0.262029948101901,0.259518225959189,0.267281018995123,0.265349923368369,0.271788988767506,0.234342956693159,0.246980101135798,0.124468611159635,0.19070732047767,0.273971733539352,0.560096389548959,0.274708165500967,0.297061759054515,0.181330796983566,0.263589274922486,0.258897991687659,0.170249345374002,0.279686108527728,0.352832930399373,0.185046966671223,0.183736737468307,0.29028081647377
"NR_074700",0.292891627509919,0.327971852259894,0.311653467226877,0.310861075689717,0.278075794692057,0.271597156516972,0.317410899353368,0.302264540110784,0.286948321807184,0.298468968094029,0.299101914474042,0.310157834791299,0.316519828671168,0,0.313785171314542,0.311758073446596,0.299627900881763,0.391767037451094,0.324169862963186,0.313311301909423,0.2977463835821,0.348670499524986,0.271945570469813,0.281846115439613,0.301064466640293,0.23473055201468,0.313702950593701,0.294739193718166,0.31771120388127,0.333666105550531,0.31648300993576,0.297631233814545,0.566343580377366,0.308838039214754,0.316469246480537,0.315577184873907,0.308022398755646,0.302085367618416,0.306662140731356,0.32123138324867,0.363883778519673,0.33543013273414,0.308803516099524,0.329171452867932
"NR_025567",0.21900481303348,0.229283091547024,0.222061976388195,0.220333310811738,0.268144724532987,0.228191242114429,0.270478869826346,0.182036476068809,0.227806138938817,0.26629423372254,0.271827516779479,0.223288766066623,0.292215099718843,0.313785171314542,0,0.0871344883744764,0.20839467333678,0.361598109759688,0.238902155492008,0.0872240457093811,0.218042234499427,0.292974503845019,0.262856712596602,0.20400928560534,0.172957481364746,0.263542779420425,0.216378721352569,0.234195615783547,0.238888919923166,0.309566938491511,0.249833616712389,0.222361566300274,0.560016458039354,0.22259746372745,0.208016833587568,0.279543818919643,0.255070977263131,0.19927085882405,0.287713292844553,0.222852362614165,0.335179314623103,0.287575564891265,0.277812009822775,0.228139667010454
"NR_036777",0.223822029826454,0.240925234254385,0.22586988159645,0.223532513449229,0.241582974834463,0.220268859346312,0.256428530764849,0.172887633356723,0.225607835245393,0.278490112505086,0.25267705032699,0.224872576311996,0.263124770016816,0.311758073446596,0.0871344883744764,0,0.203077136761387,0.343575442294498,0.228148410465497,0.0554464954280554,0.218208463809873,0.284991829373381,0.251375345578802,0.189139194510929,0.163943168911958,0.253664798091802,0.220904228004086,0.225233801062393,0.22416199506567,0.280055446982856,0.234345031610181,0.224761397150578,0.574486796916042,0.226677465804466,0.214621946437725,0.254963442284504,0.250800454125318,0.200161703659739,0.25156427147224,0.223981195753234,0.312717282968337,0.267373951064061,0.251564048649501,0.240964099969341
"NR_041836",0.124715589097083,0.133018271664784,0.157157619396854,0.111459551522888,0.248392981048051,0.230555124864348,0.269415757185309,0.193193463387456,0.224934617425823,0.256800754432503,0.253998833890103,0.139708990206322,0.267360593647384,0.299627900881763,0.20839467333678,0.203077136761387,0,0.325304552434528,0.162294247713019,0.20072754897917,0.125486281312426,0.280937878947551,0.259289946255248,0.201477279658136,0.212814786050329,0.253699481856714,0.158848166525591,0.217589212360855,0.222532707646761,0.270727817786841,0.242545170884764,0.124621641622701,0.55137358874987,0.162493838794667,0.173436598097422,0.2715001406771,0.242376142457458,0.133445983072104,0.260061020951897,0.156409727311621,0.306272814352302,0.278229994507985,0.260228577173047,0.1758503323171
"NR_042444",0.329187439414624,0.364863528966649,0.354714491587861,0.323622543489593,0.341155883857022,0.347749564112788,0.348287909710152,0.318777834418821,0.331079811365925,0.356008779094197,0.335991541662412,0.339691830582443,0.342424350191477,0.391767037451094,0.361598109759688,0.343575442294498,0.325304552434528,0,0.337837644137914,0.35363456986611,0.336411481416398,0.333123354332967,0.339370177227619,0.329366522974339,0.321272027469367,0.334104966685599,0.350525416974246,0.329196118923618,0.322761485959971,0.345425537043821,0.322648264683917,0.328901085794386,0.551620017192494,0.335421842289811,0.346437182816288,0.350722639842506,0.324845581637919,0.324574073909189,0.339494873841801,0.354106349122205,0.24926734052348,0.357651275636008,0.306603967859096,0.345399166338634
"NR_043001",0.153158300009608,0.187740704555968,0.1563007438737,0.166187274375721,0.282599762463364,0.23931256563193,0.284552853404431,0.214164605922945,0.249712411152774,0.283246885841679,0.267146528083538,0.113824814597425,0.283630834768474,0.324169862963186,0.238902155492008,0.228148410465497,0.162294247713019,0.337837644137914,0,0.225988814935523,0.157215117340565,0.294629334278614,0.277723013760121,0.218019097353043,0.224573368698991,0.291175849387005,0.155299708201675,0.244493158326153,0.239918321653492,0.294007288825227,0.256185688193965,0.153158300009608,0.584187486796684,0.171178867108881,0.170067686242084,0.286688165325085,0.269185748694411,0.151579996049416,0.300785830593832,0.153770186032745,0.324542983453124,0.291903939726583,0.2843480894363,0.164189967254447
"NR_044048",0.231205668334116,0.256124505427896,0.231948114336348,0.232060511298065,0.263580964742776,0.226795095927034,0.258364885540313,0.188035896399914,0.23514854489912,0.27445074688371,0.270981228437859,0.230396470060722,0.273537248247274,0.313311301909423,0.0872240457093811,0.0554464954280554,0.20072754897917,0.35363456986611,0.225988814935523,0,0.23592215231895,0.293684856405792,0.272567128970435,0.208629349937669,0.158535134975198,0.263117239767047,0.224110959717843,0.229169060913787,0.221445800266133,0.275149383878099,0.24199574789593,0.231205668334116,0.56846072692395,0.237248349854414,0.217471088488332,0.271212355380726,0.250479350130933,0.206787106851886,0.273786994752353,0.227249872362145,0.32730780708935,0.272763279477825,0.265414902222862,0.243195531022432
"NR_044828",0.0698314033728661,0.0992649878332285,0.134308634517705,0.0504776481372514,0.242048940560857,0.20467813790262,0.268413145434998,0.177119172338605,0.215322459897626,0.241185203219504,0.225915079544426,0.0932532516959271,0.269889994569714,0.2977463835821,0.218042234499427,0.218208463809873,0.125486281312426,0.336411481416398,0.157215117340565,0.23592215231895,0,0.286748252708837,0.240384205888975,0.203106523884215,0.219404725528632,0.256348998874319,0.135188142220295,0.209457459664292,0.223274298268841,0.271271180814569,0.228206863530569,0.0706193178245416,0.541175312127136,0.0907472675127052,0.141479230286483,0.250019036576481,0.236197339102476,0.126869025890109,0.273350678367998,0.133287447331459,0.321614248809036,0.276741784688759,0.275935647221528,0.122376416405406
"NR_074413",0.2878529542364,0.312525507730602,0.299843457355437,0.305554992282519,0.312667583405006,0.300391213444154,0.310132398024924,0.305194930223979,0.302078454234277,0.319770775878031,0.298063829345116,0.299677041678537,0.308299674569984,0.348670499524986,0.292974503845019,0.284991829373381,0.280937878947551,0.333123354332967,0.294629334278614,0.293684856405792,0.286748252708837,0,0.311386654507681,0.295817010317313,0.28698555875178,0.312776750974564,0.298668086990448,0.302152532298456,0.303204532403359,0.321605685440719,0.306737061430898,0.292531492854002,0.546494676226399,0.286379459019543,0.2904163457705,0.309199091977315,0.355046482920982,0.262193589399462,0.328816454228373,0.307126455685742,0.326476582294954,0.315295411739103,0.310249808835444,0.297042908743081
"NR_074490",0.254942839221885,0.257540831376761,0.250792989681709,0.254208282294338,0.116715676932611,0.248485455418403,0.283006399663537,0.262127216821873,0.271759462570019,0.264274420323658,0.289003118804539,0.262261657624276,0.262029948101901,0.271945570469813,0.262856712596602,0.251375345578802,0.259289946255248,0.339370177227619,0.277723013760121,0.272567128970435,0.240384205888975,0.311386654507681,0,0.265937626341605,0.265409259092278,0.24975157491694,0.250890006576409,0.275865763494594,0.264417736648622,0.294743921789797,0.279285463515029,0.257958745271338,0.529576316437391,0.257308653130068,0.255819011884491,0.294218988399938,0.276083823646831,0.248875728945491,0.272631316719363,0.259390276444859,0.331073681165766,0.285327660751981,0.269630355390348,0.261277780759654
"NR_074511",0.200473010176039,0.217723723445213,0.194342872548688,0.210256105874196,0.263133286947387,0.221680084008498,0.270246465479414,0.179508411952009,0.244388662381639,0.258143064761715,0.247978632179967,0.195583424280889,0.259518225959189,0.281846115439613,0.20400928560534,0.189139194510929,0.201477279658136,0.329366522974339,0.218019097353043,0.208629349937669,0.203106523884215,0.295817010317313,0.265937626341605,0,0.201521091939199,0.246290529959141,0.191390572727044,0.254924933530303,0.259062105794781,0.272288484714449,0.248282283873658,0.201979144361626,0.516125548296921,0.206935037134383,0.214953601361687,0.266091082382785,0.276196479513967,0.208199184008576,0.267128654695609,0.199820584395176,0.341232734412743,0.274653445342644,0.251795327200599,0.218755904910409
"NR_074536",0.229293023893786,0.232580881900947,0.218095456674508,0.231354377742986,0.257841086913682,0.234771250991189,0.246399364331293,0.168562052792384,0.22147885978949,0.24977630144225,0.269322392248009,0.237501446371056,0.267281018995123,0.301064466640293,0.172957481364746,0.163943168911958,0.212814786050329,0.321272027469367,0.224573368698991,0.158535134975198,0.219404725528632,0.28698555875178,0.265409259092278,0.201521091939199,0,0.262855481547276,0.216361576033063,0.223996267682238,0.22199596873115,0.282708844959896,0.275972432031327,0.232866861896239,0.530743041561757,0.215047749180387,0.20869222690764,0.276001433447573,0.239587405737477,0.203244685292022,0.278887648932157,0.219962025328342,0.299882003560907,0.261391553375755,0.271296295297951,0.228366234194661
"NR_075063",0.261620574100742,0.254962898690992,0.265648074347568,0.269529230369555,0.241759188812422,0.228345105684735,0.272140488203652,0.244595987800563,0.219277722536462,0.24683176628998,0.260345022023649,0.273878200447995,0.265349923368369,0.23473055201468,0.263542779420425,0.253664798091802,0.253699481856714,0.334104966685599,0.291175849387005,0.263117239767047,0.256348998874319,0.312776750974564,0.24975157491694,0.246290529959141,0.262855481547276,0,0.26663039293465,0.217959977065103,0.23725466827705,0.276215883012183,0.259259771700008,0.265714569588008,0.506044346618113,0.27883097933426,0.293703858054047,0.258870455977657,0.239029804331165,0.266362951688391,0.274871125785097,0.274662847376622,0.353402343569588,0.285198062526231,0.269978921199664,0.270018376213406
"NR_102778",0.120058997050252,0.163004942961365,0.0116482740989609,0.12923390591569,0.257294726307501,0.221469633201952,0.261040116086828,0.200470692578821,0.220697166902804,0.269463717236548,0.249095598735673,0.117720003569421,0.271788988767506,0.313702950593701,0.216378721352569,0.220904228004086,0.158848166525591,0.350525416974246,0.155299708201675,0.224110959717843,0.135188142220295,0.298668086990448,0.250890006576409,0.191390572727044,0.216361576033063,0.26663039293465,0,0.219350404310248,0.245105440511492,0.292325969822833,0.25017935863416,0.121736756117767,0.521061874741852,0.144825520218697,0.185843329606621,0.270588074438854,0.255293707786463,0.173834720553712,0.265160738435895,0.00927084853756653,0.337974236514906,0.281158103731604,0.267808303663256,0.0765418972195451
"NR_113586",0.230450220852502,0.230987716810445,0.219350404310248,0.223411340338923,0.270990919774038,0.223543784055884,0.249874485310992,0.228203961650467,0.0378098226250979,0.216032976268759,0.226267434495813,0.226791112709665,0.234342956693159,0.294739193718166,0.234195615783547,0.225233801062393,0.217589212360855,0.329196118923618,0.244493158326153,0.229169060913787,0.209457459664292,0.302152532298456,0.275865763494594,0.254924933530303,0.223996267682238,0.217959977065103,0.219350404310248,0,0.142186374189232,0.236855627430966,0.2152741857904,0.230450220852502,0.531118466673136,0.23237137947233,0.263937295509763,0.244130652107826,0.171894918915989,0.239132241261102,0.253965181971499,0.221630938635494,0.313175042772971,0.257780477766216,0.235658604605704,0.22600712649058
"NR_113591",0.237371719581757,0.238807349228049,0.246138498730228,0.229525191195703,0.266090613986445,0.212923775152739,0.226723211055065,0.228974415281769,0.156210486446092,0.209218626935713,0.20598239030441,0.236996035649138,0.246980101135798,0.31771120388127,0.238888919923166,0.22416199506567,0.222532707646761,0.322761485959971,0.239918321653492,0.221445800266133,0.223274298268841,0.303204532403359,0.264417736648622,0.259062105794781,0.22199596873115,0.23725466827705,0.245105440511492,0.142186374189232,0,0.242626804627381,0.196592255931803,0.237371719581757,0.54104932061897,0.250657938713699,0.26239996677811,0.226527775328738,0.169597892562869,0.242212183860939,0.232393539839651,0.246491247934127,0.332251443276038,0.230903570129176,0.244763558209437,0.240190379867914
"NR_113606",0.280506554712034,0.302290663863064,0.294260436590415,0.281432476272262,0.302869777298222,0.254744271564676,0.205103959263146,0.298310033461585,0.233816853722294,0.265348158418912,0.174924142975431,0.288946890303272,0.124468611159635,0.333666105550531,0.309566938491511,0.280055446982856,0.270727817786841,0.345425537043821,0.294007288825227,0.275149383878099,0.271271180814569,0.321605685440719,0.294743921789797,0.272288484714449,0.282708844959896,0.276215883012183,0.292325969822833,0.236855627430966,0.242626804627381,0,0.197238960035448,0.280506554712034,0.588883468273649,0.300144115036743,0.310248287349966,0.187754991765603,0.260100116078645,0.274432861314286,0.195426531733711,0.294646176938004,0.361501861362234,0.197677891700727,0.190040890446303,0.295403803050678
"NR_114390",0.235859783487856,0.257852944737602,0.250046199971661,0.241810558842406,0.283514969695356,0.201656284615396,0.164449283729864,0.251623296958493,0.226143488815291,0.232726822140712,0.102312947467954,0.245573013875731,0.19070732047767,0.31648300993576,0.249833616712389,0.234345031610181,0.242545170884764,0.322648264683917,0.256185688193965,0.24199574789593,0.228206863530569,0.306737061430898,0.279285463515029,0.248282283873658,0.275972432031327,0.259259771700008,0.25017935863416,0.2152741857904,0.196592255931803,0.197238960035448,0,0.235859783487856,0.569143180991194,0.24637048283907,0.265596099842168,0.117831353476424,0.218928104925578,0.243526609145559,0.15340929161093,0.25031904949353,0.346264364919978,0.175158347893595,0.168430927574566,0.248519429781572
"NR_115526",0,0.101513259413651,0.121772507760655,0.0598632842609666,0.251677027842506,0.203971969869149,0.272674152106234,0.193458860050486,0.226868533477642,0.267576427225687,0.237379295769947,0.0948424027003673,0.273971733539352,0.297631233814545,0.222361566300274,0.224761397150578,0.124621641622701,0.328901085794386,0.153158300009608,0.231205668334116,0.0706193178245416,0.292531492854002,0.257958745271338,0.201979144361626,0.232866861896239,0.265714569588008,0.121736756117767,0.230450220852502,0.237371719581757,0.280506554712034,0.235859783487856,0,0.534773940928581,0.0851220501182443,0.149917410927874,0.260003339489546,0.250591098301767,0.126709146298906,0.266771692819441,0.121826363023119,0.321707729440327,0.274249955869642,0.270787463961536,0.112905912719119
"NR_117149",0.531445897996337,0.538987851441867,0.522458843140235,0.541133327132468,0.544287271862073,0.512470581467629,0.555134161687812,0.538126788685633,0.516146052799606,0.545193516406218,0.539599441144586,0.538072275455234,0.560096389548959,0.566343580377366,0.560016458039354,0.574486796916042,0.55137358874987,0.551620017192494,0.584187486796684,0.56846072692395,0.541175312127136,0.546494676226399,0.529576316437391,0.516125548296921,0.530743041561757,0.506044346618113,0.521061874741852,0.531118466673136,0.54104932061897,0.588883468273649,0.569143180991194,0.534773940928581,0,0.545701670208383,0.554691482980096,0.561897249060142,0.548474972091792,0.540512967428926,0.552173726975709,0.537122078949114,0.538607441165611,0.575831374845479,0.533261802546304,0.541852217413745
"NR_118997",0.0850092167782584,0.139160777664333,0.148456185361328,0.0848250461971117,0.261333664433972,0.227034545197105,0.27809489642253,0.175179310323826,0.219975620818809,0.249446418804799,0.244210625268087,0.118030181874218,0.274708165500967,0.308838039214754,0.22259746372745,0.226677465804466,0.162493838794667,0.335421842289811,0.171178867108881,0.237248349854414,0.0907472675127052,0.286379459019543,0.257308653130068,0.206935037134383,0.215047749180387,0.27883097933426,0.144825520218697,0.23237137947233,0.250657938713699,0.300144115036743,0.24637048283907,0.0851220501182443,0.545701670208383,0,0.152707681356544,0.269580964900262,0.251753969677985,0.148871950674587,0.27961494171649,0.148810821350929,0.338636981548382,0.28912064633245,0.281954976092846,0.149965983060389
"NR_025904",0.148693128961696,0.187319415948111,0.184376710982195,0.146543204279037,0.272136552057161,0.235747832852512,0.284043900052208,0.205383207436515,0.250086406867698,0.274179133438015,0.26951494456144,0.158105947930939,0.297061759054515,0.316469246480537,0.208016833587568,0.214621946437725,0.173436598097422,0.346437182816288,0.170067686242084,0.217471088488332,0.141479230286483,0.2904163457705,0.255819011884491,0.214953601361687,0.20869222690764,0.293703858054047,0.185843329606621,0.263937295509763,0.26239996677811,0.310248287349966,0.265596099842168,0.149917410927874,0.554691482980096,0.152707681356544,0,0.272756541251576,0.26026245683164,0.141391998951085,0.298973834329023,0.185684818324817,0.32916833443232,0.297709783379137,0.286675740025388,0.180219698793994
"NR_026078",0.25931540158105,0.26810860742792,0.273546665188516,0.265200944863687,0.295481910344278,0.229636578328208,0.160048962801817,0.276133916973128,0.241074295143987,0.24617965238557,0.0664533343187993,0.284180061735025,0.181330796983566,0.315577184873907,0.279543818919643,0.254963442284504,0.2715001406771,0.350722639842506,0.286688165325085,0.271212355380726,0.250019036576481,0.309199091977315,0.294218988399938,0.266091082382785,0.276001433447573,0.258870455977657,0.270588074438854,0.244130652107826,0.226527775328738,0.187754991765603,0.117831353476424,0.260003339489546,0.561897249060142,0.269580964900262,0.272756541251576,0,0.261221230777625,0.246405768073999,0.153316267931365,0.279006994522595,0.356169690577747,0.176260230332264,0.168593998953707,0.291623469769792
"NR_027593",0.250591098301767,0.258181604137326,0.254212626284216,0.240417487292501,0.273652490215497,0.243702465185684,0.276992987403912,0.259190435333187,0.171888564467227,0.224935431499825,0.248417827395739,0.240836609169621,0.263589274922486,0.308022398755646,0.255070977263131,0.250800454125318,0.242376142457458,0.324845581637919,0.269185748694411,0.250479350130933,0.236197339102476,0.355046482920982,0.276083823646831,0.276196479513967,0.239587405737477,0.239029804331165,0.255293707786463,0.171894918915989,0.169597892562869,0.260100116078645,0.218928104925578,0.250591098301767,0.548474972091792,0.251753969677985,0.26026245683164,0.261221230777625,0,0.261324013086579,0.252892805992653,0.256683088111617,0.336406575061458,0.282191636413371,0.261342370858355,0.253660827887894
"NR_028816",0.125711346152853,0.151992239321462,0.171558420538869,0.129485645617258,0.255527738599462,0.221164819101419,0.269278325571638,0.201603389646413,0.23320628729004,0.252656799316273,0.232217361999586,0.147388076647746,0.258897991687659,0.302085367618416,0.19927085882405,0.200161703659739,0.133445983072104,0.324574073909189,0.151579996049416,0.206787106851886,0.126869025890109,0.262193589399462,0.248875728945491,0.208199184008576,0.203244685292022,0.266362951688391,0.173834720553712,0.239132241261102,0.242212183860939,0.274432861314286,0.243526609145559,0.126709146298906,0.540512967428926,0.148871950674587,0.141391998951085,0.246405768073999,0.261324013086579,0,0.272004509778438,0.175401827275145,0.314538014260905,0.283069937216625,0.249162891884603,0.175309359467172
